COHEN	320	87226	32.33	27795.15	90.63	5.51	0.42	0.11	1.23	2.11
JENNINGS	321	87038	32.26	27827.42	73.38	22.36	0.54	0.56	1.62	1.53
PARKS	322	86346	32.01	27859.42	71.48	24.25	0.53	0.57	1.8	1.37
MCDANIEL	323	86317	32	27891.42	78.48	17.53	0.3	0.59	1.59	1.5
WATTS	324	86228	31.96	27923.39	70.81	24.96	0.35	0.73	1.66	1.48
BARKER	325	85221	31.59	27954.98	88.54	7.24	0.48	0.63	1.42	1.69
NORRIS	326	85212	31.59	27986.57	82.01	13.81	0.37	0.93	1.53	1.35
VAUGHN	327	85037	31.52	28018.09	73.63	22.02	0.33	0.71	1.74	1.57
VAZQUEZ	328	84926	31.48	28049.57	4.6	0.34	0.19	0.09	0.27	94.52
HOLT	329	84710	31.4	28080.97	81.19	14.44	0.52	0.78	1.69	1.38
SCHWARTZ	330	84699	31.4	28112.37	96.77	0.4	0.46	0.16	1	1.21
STEELE	331	84353	31.27	28143.64	80.39	14.94	0.41	1.08	1.47	1.71
BENSON	332	84233	31.22	28174.86	79.98	15.65	0.61	0.74	1.48	1.55
NEAL	333	83849	31.08	28205.95	64.69	30.91	0.42	0.69	1.84	1.43
DOMINGUEZ	334	83731	31.04	28236.99	6.16	0.43	1.15	0.37	0.46	91.43
HORTON	335	83523	30.96	28267.95	72.15	23.5	0.4	0.69	1.73	1.53
TERRY	336	83437	30.93	28298.88	68.82	26.63	0.41	0.73	1.73	1.68
WOLFE	337	83112	30.81	28329.69	92.29	3.37	0.43	1.27	1.21	1.43
HALE	338	82955	30.75	28360.44	83.99	11.17	0.46	1.19	1.59	1.6
LYONS	339	82258	30.49	28390.93	76.88	18.55	0.45	0.94	1.67	1.51
GRAVES	340	82179	30.46	28421.39	71.95	23.56	0.37	0.72	1.74	1.66
HAYNES	341	82037	30.41	28451.8	63.72	32.01	0.3	0.56	1.71	1.7
MILES	342	81933	30.37	28482.18	63.61	31.8	0.43	0.81	1.76	1.59
PARK	343	81890	30.36	28512.53	30.06	0.82	66.3	0.2	1.77	0.85
WARNER	344	81824	30.33	28542.87	86.32	9.69	0.51	0.61	1.4	1.48
PADILLA	345	81805	30.32	28573.19	6.94	0.34	2.07	1	0.64	88.99
BUSH	346	81524	30.22	28603.41	74.14	21.49	0.52	0.78	1.53	1.55
THORNTON	347	81191	30.1	28633.51	69.33	26.53	0.37	0.66	1.8	1.31
MCCARTHY	348	81035	30.04	28663.55	93.9	2.78	0.54	0.26	1.12	1.41
MANN	349	81022	30.03	28693.58	83.1	9.68	2.41	1.28	1.73	1.81
ZIMMERMAN	350	80944	30.01	28723.59	94.81	2.27	0.43	0.27	0.97	1.25
ERICKSON	351	80936	30	28753.59	96.39	0.24	0.5	0.54	1.08	1.26
FLETCHER	352	80932	30	28783.59	75.52	19.92	0.47	0.73	1.69	1.68
MCKINNEY	353	80616	29.88	28813.48	71.57	24.31	0.29	0.8	1.68	1.35
PAGE	354	80493	29.84	28843.31	77.16	18.66	0.48	0.54	1.43	1.73
DAWSON	355	80190	29.73	28873.04	70.48	25.22	0.48	0.51	1.72	1.59
JOSEPH	356	80030	29.67	28902.71	35.48	48.84	6.91	1.09	5.31	2.37
MARQUEZ	357	79951	29.64	28932.35	5.69	0.56	2.79	0.48	0.64	89.84
REEVES	358	79817	29.59	28961.93	79.79	15.66	0.46	0.7	1.64	1.75
KLEIN	359	79685	29.54	28991.47	96.53	0.3	0.4	0.23	1.05	1.49
ESPINOZA	360	79322	29.4	29020.88	4.38	0.25	0.37	0.41	0.31	94.29
BALDWIN	361	79151	29.34	29050.22	79.12	16.51	0.41	0.9	1.44	1.62
MORAN	362	78546	29.12	29079.33	71.43	2.44	0.55	0.82	1.04	23.71
LOVE	363	78323	29.03	29108.37	59.3	36.26	0.45	0.56	1.86	1.58
ROBBINS	364	78141	28.97	29137.34	89.09	7.03	0.41	0.8	1.36	1.3
HIGGINS	365	78107	28.95	29166.29	85.92	10.27	0.41	0.51	1.37	1.52
BALL	366	77561	28.75	29195.04	84.53	11.7	0.43	0.5	1.17	1.66
CORTEZ	367	77492	28.73	29223.77	7.03	0.72	2.79	0.33	0.58	88.54
LE	368	77453	28.71	29252.48	1.83	0.29	95.15	0.03	2.13	0.56
GRIFFITH	369	77429	28.7	29281.18	85.82	9.8	0.37	0.66	1.62	1.74
BOWEN	370	77078	28.57	29309.75	84.52	11.06	0.41	0.69	1.59	1.73
SHARP	371	76868	28.49	29338.25	85.12	10.5	0.45	0.95	1.4	1.58
CUMMINGS	372	76707	28.44	29366.68	75.47	18.38	0.68	2.15	1.84	1.49
RAMSEY	373	76625	28.4	29395.09	79.54	16.13	0.34	0.67	1.64	1.68
HARDY	374	76608	28.4	29423.49	63.67	31.73	0.39	1.1	1.65	1.45
SWANSON	375	76539	28.37	29451.86	92.01	4.59	0.55	0.4	1.09	1.36
BARBER	376	76504	28.36	29480.22	77.88	17.4	0.55	0.99	1.6	1.57
ACOSTA	377	76477	28.35	29508.57	8.04	0.69	2.36	0.29	0.63	87.99
LUNA	378	76127	28.22	29536.79	9.78	0.37	2	0.58	0.7	86.58
CHANDLER	379	76114	28.22	29565	76.77	19.11	0.5	0.55	1.59	1.48
BLAIR	380	75135	27.85	29592.86	82.13	13.52	0.47	0.61	1.68	1.59
DANIEL	380	75135	27.85	29620.71	67.02	24.05	2.12	0.58	1.95	4.27
CROSS	382	75134	27.85	29648.56	77.68	17.63	0.41	0.9	1.73	1.66
SIMON	383	74839	27.74	29676.3	69.94	20.95	1.98	0.65	1.83	4.66
DENNIS	384	74784	27.72	29704.03	68.5	26.49	0.44	0.72	1.83	2.03
OCONNOR	385	74756	27.71	29731.74	94.75	1.74	0.58	0.25	1.1	1.58
QUINN	386	74531	27.63	29759.37	88.13	7.91	0.52	0.45	1.26	1.73
GROSS	387	74285	27.54	29786.9	86.61	9.85	0.41	0.31	1.15	1.67
NAVARRO	388	73970	27.42	29814.32	7.9	0.45	4.1	0.27	0.71	86.57
MOSS	389	73750	27.34	29841.66	71.87	24.11	0.37	0.71	1.48	1.46
FITZGERALD	390	73522	27.25	29868.92	88.03	8.44	0.49	0.32	1.28	1.43
DOYLE	391	73518	27.25	29896.17	90.74	5.37	0.46	0.53	1.31	1.6
MCLAUGHLIN	392	73128	27.11	29923.28	89.65	6.73	0.42	0.47	1.17	1.55
ROJAS	393	73071	27.09	29950.37	4.77	0.43	0.85	0.21	0.44	93.31
RODGERS	394	73021	27.07	29977.43	72.92	22.64	0.42	0.63	1.62	1.76
STEVENSON	395	72892	27.02	30004.45	65.79	29.69	0.45	0.51	1.79	1.76
SINGH	396	72642	26.93	30031.38	3.51	3.09	74.44	1.01	15.3	2.65
YANG	397	72627	26.92	30058.31	0.95	0.13	95.03	0.04	3.49	0.35
FIGUEROA	398	72533	26.89	30085.19	5.46	0.93	0.99	0.24	0.52	91.86
HARMON	399	72414	26.84	30112.04	80.01	15.95	0.39	0.77	1.51	1.38
NEWTON	400	72328	26.81	30138.85	77.9	17.74	0.44	0.72	1.56	1.64
PAUL	401	72248	26.78	30165.63	73.8	16.16	3.63	1.94	2.6	1.87
MANNING	402	72069	26.72	30192.35	76.64	19.14	0.42	0.83	1.41	1.55
GARNER	403	72052	26.71	30219.06	74.14	21.99	0.37	0.59	1.51	1.4
MCGEE	404	71925	26.66	30245.72	64.94	30.69	0.35	0.62	1.81	1.6
REESE	405	71754	26.6	30272.32	68.17	27.73	0.35	0.59	1.49	1.66
FRANCIS	406	71723	26.59	30298.9	63.89	27.57	1.3	2.08	2.44	2.72
BURGESS	407	71604	26.54	30325.45	77.77	17.43	0.56	1.02	1.75	1.48
ADKINS	408	71528	26.52	30351.96	88.92	7.52	0.28	0.87	1.26	1.15
GOODMAN	409	71482	26.5	30378.46	80.66	15.12	0.43	0.97	1.25	1.58
CURRY	410	71344	26.45	30404.91	61.73	34.25	0.42	0.42	1.68	1.51
BRADY	411	71175	26.38	30431.29	89.02	6.56	0.46	0.86	1.24	1.86
CHRISTENSEN	412	71144	26.37	30457.67	95.86	0.27	0.51	0.62	1.13	1.61
POTTER	413	71103	26.36	30484.02	90.33	5.19	0.47	0.78	1.52	1.7
WALTON	414	70997	26.32	30510.34	62.56	33.54	0.32	0.47	1.67	1.44
GOODWIN	415	70333	26.07	30536.41	78.97	16.82	0.41	0.82	1.55	1.42
MULLINS	416	70286	26.05	30562.47	89.92	6.75	0.3	0.6	1.25	1.17
MOLINA	417	70211	26.03	30588.5	6.6	0.46	2.34	0.85	0.62	89.13
WEBSTER	418	70123	25.99	30614.49	76.16	18.51	0.48	1.34	1.88	1.64
FISCHER	419	70095	25.98	30640.47	95.71	0.86	0.45	0.35	1.08	1.55
CAMPOS	420	69950	25.93	30666.4	7.55	0.3	1.5	0.25	0.85	89.55
AVILA	421	69843	25.89	30692.3	8.33	0.4	0.94	0.26	0.64	89.43
SHERMAN	422	69840	25.89	30718.18	84.91	10.9	0.46	0.91	1.35	1.48
TODD	423	69810	25.88	30744.06	82.81	12.95	0.47	0.61	1.59	1.58
CHANG	424	69756	25.86	30769.92	2.28	0.94	90.13	0.02	3.69	2.94
BLAKE	425	69279	25.68	30795.6	74.04	21.11	0.42	0.78	1.78	1.86
MALONE	426	69257	25.67	30821.28	69.8	26.01	0.43	0.64	1.58	1.54
WOLF	427	68905	25.54	30846.82	94.96	1.04	0.48	0.97	1.15	1.4
HODGES	428	68868	25.53	30872.35	75.92	19.89	0.42	0.46	1.56	1.75
JUAREZ	429	68785	25.5	30897.85	4.08	0.22	0.43	0.23	0.32	94.72
GILL	430	68699	25.47	30923.31	70.9	14.15	8.35	0.53	2.28	3.79
FARMER	431	68309	25.32	30948.64	79.01	16.88	0.34	0.99	1.42	1.35
HINES	432	68145	25.26	30973.9	60.48	35.62	0.38	0.46	1.56	1.49
GALLAGHER	433	68075	25.24	30999.13	96.08	0.58	0.46	0.25	1.02	1.61
DURAN	434	68046	25.22	31024.36	11.58	0.56	1.09	0.93	0.68	85.17
HUBBARD	435	68021	25.22	31049.57	73.47	22.2	0.34	0.93	1.67	1.39
CANNON	436	67923	25.18	31074.75	72.24	23.73	0.38	0.54	1.6	1.5
MIRANDA	437	67646	25.08	31099.83	14.34	0.97	4.08	0.57	1.83	78.2
WANG	438	67570	25.05	31124.87	3.25	0.19	94.47	0.03	1.73	0.33
SAUNDERS	439	67210	24.91	31149.79	69.67	25.59	0.44	0.75	1.9	1.65
TATE	440	67208	24.91	31174.7	58.16	37.54	0.47	0.73	1.72	1.38
MACK	441	67154	24.89	31199.6	47.35	48.38	0.6	0.56	1.74	1.37
HAMMOND	442	67063	24.86	31224.46	80.78	15.11	0.43	0.82	1.52	1.34
CARRILLO	443	67054	24.86	31249.31	6.04	0.27	0.73	0.47	0.39	92.1
TOWNSEND	444	66853	24.78	31274.1	70.59	25.03	0.43	0.75	1.62	1.59
WISE	445	66738	24.74	31298.83	80.67	14.97	0.5	0.65	1.54	1.68
INGRAM	446	66665	24.71	31323.55	63.69	32.14	0.31	0.54	1.76	1.56
BARTON	447	66622	24.7	31348.24	87.13	7.55	0.43	1.43	1.38	2.08
MEJIA	448	66534	24.66	31372.91	3.99	0.49	1.44	0.28	0.55	93.25
AYALA	449	66515	24.66	31397.56	4.77	0.57	0.48	0.23	0.45	93.51
SCHROEDER	450	66412	24.62	31422.18	96.74	0.23	0.48	0.39	0.86	1.3
HAMPTON	451	66378	24.61	31446.79	56.28	39.52	0.34	0.65	1.88	1.33
ROWE	452	66205	24.54	31471.33	82.19	13.53	0.51	0.56	1.56	1.65
PARSONS	453	66203	24.54	31495.87	92.71	3.39	0.41	0.57	1.41	1.51
FRANK	454	65918	24.44	31520.31	86.69	7.38	0.7	2.1	1.34	1.78
WATERS	455	65817	24.4	31544.71	75.27	20.52	0.37	0.79	1.54	1.51
STRICKLAND	456	65814	24.4	31569.1	78.49	16.14	0.36	2.16	1.53	1.32
OSBORNE	457	65802	24.39	31593.5	83.98	11.98	0.38	0.63	1.59	1.44
MAXWELL	458	65779	24.38	31617.88	75.79	19.66	0.43	0.59	1.7	1.82
CHAN	459	65719	24.36	31642.24	2.72	0.54	91.01	0.04	2.82	2.87
DELEON	460	65598	24.32	31666.56	7.55	1.06	8.29	0.23	0.93	81.94
NORMAN	461	65269	24.2	31690.75	71.58	24.13	0.42	0.61	1.71	1.54
HARRINGTON	462	65131	24.14	31714.9	83.92	11.97	0.53	0.59	1.49	1.51
CASEY	463	64815	24.03	31738.92	88.51	7.25	0.49	0.66	1.6	1.5
PATTON	464	64772	24.01	31762.94	75.56	20.18	0.39	0.78	1.62	1.48
LOGAN	465	64576	23.94	31786.87	67.08	27.1	0.56	1.06	2.05	2.15
BOWERS	466	64496	23.91	31810.78	85.34	10.94	0.38	0.5	1.34	1.5
MUELLER	467	64305	23.84	31834.62	96.96	0.23	0.48	0.18	0.91	1.24
GLOVER	468	64180	23.79	31858.41	54.91	40.96	0.36	0.4	1.9	1.47
FLOYD	469	64141	23.78	31882.19	67.94	28.3	0.31	0.57	1.59	1.28
HARTMAN	470	63827	23.66	31905.85	95.42	1.5	0.44	0.38	1.05	1.2
BUCHANAN	471	63825	23.66	31929.51	79.92	15.91	0.48	0.56	1.57	1.57
COBB	472	63739	23.63	31953.14	72.07	24.24	0.35	0.65	1.48	1.2
FRENCH	473	63149	23.41	31976.55	87.74	7.65	0.49	1.04	1.56	1.52
KRAMER	474	63023	23.36	31999.91	96.47	0.28	0.46	0.25	1.08	1.46
MCCORMICK	475	62663	23.23	32023.14	89.1	7.24	0.41	0.43	1.3	1.52
CLARKE	476	62546	23.19	32046.32	66.14	28.18	0.52	0.4	2.29	2.46
TYLER	477	62534	23.18	32069.5	64.08	30.74	0.43	1.37	1.8	1.58
GIBBS	478	62514	23.17	32092.68	67.84	27.75	0.39	0.7	1.75	1.57
MOODY	479	62344	23.11	32115.79	72.99	22.54	0.37	0.8	1.57	1.73
CONNER	480	62335	23.11	32138.9	80.81	15.41	0.38	0.51	1.44	1.44
SPARKS	481	62234	23.07	32161.97	85.92	10	0.4	0.73	1.56	1.39
MCGUIRE	482	62116	23.03	32184.99	89.56	6.19	0.53	0.51	1.51	1.7
LEON	483	62034	23	32207.99	13.02	3.02	1.16	0.45	0.71	81.65
BAUER	484	61979	22.98	32230.96	96.34	0.34	0.45	0.33	0.98	1.56
NORTON	485	61805	22.91	32253.87	89.66	6.08	0.43	1.09	1.34	1.41
POPE	486	61750	22.89	32276.76	72.86	23.12	0.36	0.59	1.61	1.45
FLYNN	487	61747	22.89	32299.65	93.64	2.8	0.48	0.56	1.07	1.46
HOGAN	488	61651	22.85	32322.51	82.38	13.86	0.41	0.47	1.27	1.61
ROBLES	489	61619	22.84	32345.35	5.88	0.51	2.05	0.44	0.53	90.58
SALINAS	490	61582	22.83	32368.18	5.68	0.2	0.98	0.25	0.39	92.5
YATES	491	61400	22.76	32390.94	82.61	13.29	0.44	0.63	1.46	1.57
LINDSEY	492	61199	22.69	32413.62	70.65	24.56	0.74	0.6	1.96	1.49
LLOYD	493	61154	22.67	32436.29	74.91	21.15	0.47	0.41	1.56	1.49
MARSH	494	60999	22.61	32458.91	85.01	11.32	0.42	0.5	1.41	1.34
MCBRIDE	495	60874	22.57	32481.47	76.51	19.02	0.38	0.81	1.54	1.73
OWEN	496	60461	22.41	32503.89	93.36	2.37	0.55	0.87	1.28	1.58
SOLIS	497	60045	22.26	32526.14	5.86	0.45	1.57	0.2	0.42	91.5
PHAM	498	59949	22.22	32548.37	1.31	0.18	95.86	0.06	1.98	0.63
LANG	499	59843	22.18	32570.55	84.16	9.9	2.34	0.56	1.41	1.63
PRATT	500	59801	22.17	32592.72	80.27	14.77	0.53	1.03	1.63	1.77
